date,France,Australia,Germany,Japan,Switzerland,Britain,USA
05-2017,0.06015414276628728,-0.012560898861193381,0.04849632654509728,0.03451588871528788,0.06398363723056855,0.05510432155016265,0.009335
06-2017,0.018507272013060794,0.04001489568010985,0.015732777639913875,0.03715492574840751,0.030946636823603546,-0.029520151861207267,0.009571
07-2017,0.001318672494922346,0.02612411344461485,0.005091633116804051,0.015607257705277267,0.01699831284913711,-0.00721631866018746,0.020277
08-2017,0.013470649166757331,-0.0077974098530182445,0.007180898273712932,0.012542512971401854,-0.009652941440407403,0.06272233157378826,0.0016
09-2017,0.019828980747273572,-0.0607873353492403,0.03370808057292596,0.05185857449632647,0.022323793427124206,-0.01902579266700677,0.023729
10-2017,0.018076881121091404,-0.0008531364446455747,0.01884481546434702,0.06355405181768159,0.0359438005455347,0.02887615622350559,0.019275
11-2017,0.0003048909422745938,0.011777660150720237,0.0045685102839515546,0.029961274151533046,0.02309158234262665,-0.02713760299151835,0.027232
12-2017,0.05899943263519536,0.08148881169964572,0.06191808885266059,0.029302928820756025,0.07767508069352391,0.09725614652209291,0.012122
01-2018,0.06200305683724139,0.005928733846431,0.05353831860173108,0.02852999877271345,0.07028610567311477,-0.00010715418992146564,0.050577
02-2018,-0.017083372955444376,-0.018466944293559773,-0.03226303227478766,-0.01926177891500158,-0.03523289341738223,-0.030434081130128465,-0.039455
03-2018,-0.024364978854789054,-0.08474361791860052,-0.03401255250206159,0.0026646171736639523,-0.032301123314516844,-0.028697741674643784,-0.018421
04-2018,0.0390734533096746,0.025544099722148994,0.012299501854437955,0.054042887504271,0.008566604507983744,0.018135507843903165,0.004679
05-2018,0.01717822265576474,0.02651469914454574,0.01590177791797509,0.004818853215965757,0.01644334350872878,0.02441866967141837,0.026146
06-2018,0.007639725230082051,0.02702403064653769,-0.0016931624476786977,0.014189730019775637,0.06885820215898919,-0.0037789978260872603,0.005359
07-2018,0.07364957344663903,0.02556594259813738,0.08659683904208249,0.031563472506210166,0.11053664615624725,0.04943188716133162,0.031573
08-2018,0.041854744458518334,0.008472697862085266,0.027508016353307463,0.01175756158817065,0.026974499428512932,0.01247141689821396,0.030233
09-2018,0.01936269722635231,-0.009208895558088459,-0.009009517734489436,0.07520757655408628,0.012398194673188367,0.025835818558640256,0.000425
10-2018,-0.04221099055402122,-0.030504805541875957,-0.03321584626174845,-0.06810411310612008,-0.004898767479560195,-0.0245239343550272,-0.074045
11-2018,0.0005460102066037198,-0.009802368630527303,-0.002311974821787355,0.05185017135025771,0.014503896192450405,-0.032639778865203195,0.018512
12-2018,0.0316396698920568,0.012179167724386875,0.014786555144015168,-0.07748426638671568,0.015312636862836126,-0.002093799616648795,-0.08989
01-2019,0.08653140642486745,0.020790756200587568,0.09377950090297316,0.07218045235777859,0.0984562248377503,0.08051527153893168,0.088294
02-2019,0.05843064398688602,0.06272337579975851,0.04351056233110895,0.051757264819217164,0.06501141830220969,0.0734001534447083,0.032724
03-2019,0.02855186075021332,0.013985603729379958,0.020799052089673586,0.02522470995756343,0.036196514609394104,0.015264108449145608,0.012962
04-2019,0.07793416684886878,0.010165532696699175,0.09583399189602126,0.04205580877776827,0.08461931527942723,0.018181560677382302,0.037893
05-2019,-0.00511692279420195,0.03577792286091519,-0.010511970811058369,-0.0383247312395949,0.03299774154448942,-0.03919021775949327,-0.061679
